,x,y
0,0.25253092835979585,0.08510667075768608
1,0.4220450095106826,0.4986591321959837
2,0.4170748592771002,0.8360376168508703
3,0.9742783076163254,0.7056738796189056
4,0.9607980108579417,0.724796077084667
5,0.7503579427663203,0.03157523718387878
6,0.20947638738729157,0.2793369752129673
7,0.6704398300829262,0.5182649144547951
8,0.3461363486333118,0.4688672248507926
9,0.34101189933201925,0.4524952654649236
10,0.012582021126748666,0.9162946635609904
11,0.759636793610964,0.8617138680354047
12,0.7110699959054158,0.21097714017390234
13,0.7361611302230004,0.28119661285382247
14,0.5107636046860294,0.13916110470554333
15,0.5936363762369288,0.8169540516243174
16,0.4223865443099375,0.5360743213429275
17,0.5575834218629708,0.19905669821709304
18,0.29894893661396715,0.5728084827225552
19,0.10308769028486053,0.5158227658190936
20,0.5274919684412858,0.6992952043955525
21,0.5970483592940317,0.41495008928431254
22,0.11389931366622918,0.23093630081011862
23,0.7869540090491545,0.5576610504188195
24,0.8743077372642498,0.2291368468943823
25,0.10619995608158839,0.08078248530223986
26,0.6226662380444321,0.7001583948939585
27,0.014040111538792588,0.031822819386021606
28,0.25536426775358956,0.06977691938179365
29,0.21478748229611422,0.2375577737397846
30,0.9624322599770959,0.5736953085482226
31,0.7150402171019621,0.5541460773807211
32,0.11159555694868373,0.9222893396213246
33,0.17487910117708605,0.6764736242630444
34,0.34317602127886604,0.8015809228382618
35,0.24661081311958333,0.7853986055139192
36,0.05134107790754561,0.3658526868774694
37,0.13440765186075065,0.8254122956416851
38,0.9167740241453578,0.08870766137706099
39,0.5490884051064641,0.4601880366193508
40,0.413129571476631,0.33564135123794747
41,0.8951473459551488,0.6885363420332591
42,0.487660246881812,0.9548290419443854
43,0.6653076884679217,0.1504521793832755
44,0.5148444032919158,0.1871062948584875
45,0.5146806150729409,0.6940459915383227
46,0.12227619707531945,0.5093182920710534
47,0.6152905303359341,0.20045262211112747
48,0.27957208783088083,0.2216034153305363
49,0.7912144482470972,0.42634194354692967
50,0.3680529198468818,0.061311465268139353
51,0.03852408042993327,0.08648686598905508
52,0.3610015681644425,0.09940160998526126
53,0.5759420148105047,0.7990042816306071
54,0.5098493092302233,0.5788045313150061
55,0.6844027690747008,0.7047369416992698
56,0.642044277254104,0.819951901538535
57,0.38694227588336516,0.8693193697513283
58,0.4423844384687168,0.5295653289844567
59,0.041952638746742044,0.9111479104690952
60,0.9165773288261011,0.9272308767054022
61,0.869386660516673,0.7052917822086391
62,0.11442643181655543,0.501649778742167
63,0.7270650580422827,0.9264220394966125
64,0.7781633424566582,0.19347404486720576
65,0.19889221912293498,0.4734372572210478
66,0.3718351991255485,0.6442119733691113
67,0.5718358311433477,0.31116179943058364
68,0.48639654309482905,0.5705232940058905
69,0.7579055463372347,0.22085468208761128
70,0.9337498015984507,0.26013795312618637
71,0.7507152358930315,0.20721282931317364
72,0.46803385197390945,0.17763647772885294
73,0.32791420119628245,0.315591140118197
74,0.7375655977844255,0.5519947496516289
75,0.8900390473509038,0.11935434231671571
76,0.9214800042482144,0.16959984834080233
77,0.30355417369508986,0.8104389660679072
78,0.9367449773962799,0.5635567454675212
79,0.6646380787257831,0.8606808952375702
80,0.958043984559324,0.9831605741569447
81,0.5647789790782651,0.8729804138504105
82,0.5860538509674971,0.024035411485559988
83,0.8697618598701484,0.26378524015606697
84,0.8599374851848208,0.584394991934874
85,0.2552394215960512,0.37005614438220613
86,0.7807581509430388,0.8648843411431186
87,0.316426569304999,0.6879095519516497
88,0.9725272829942138,0.7704311671693775
89,0.10250747810858607,0.24019454168000087
90,0.7932438241771,0.42425924869523635
91,0.05945088712317681,0.9028953105898077
92,0.6094199869379807,0.9537949208501961
93,0.20293378698232656,0.19585155570506996
94,0.6863628551449072,0.39248651650118604
95,0.6997595416512694,0.57316409758973
96,0.5293138183965851,0.9449029567956824
97,0.5641631516446229,0.0027903079113685836
98,0.06690770721434658,0.7398975082726231
99,0.22924676483205964,0.7103747551883407
100,0.016442387548449178,0.1613312922194733
101,0.1476702982942404,0.8192411691134368
102,0.913095528196227,0.4098772989199456
103,0.07779786002387212,0.4844930300690552
104,0.9150272548037071,0.07601713365818297
105,0.6229302397589421,0.15568440615668921
106,0.6702254360573288,0.7653149630479363
107,0.503730022900798,0.7087963773005632
108,0.04285377664548806,0.5532143125361965
109,0.6887041111711598,0.23572954617610675
110,0.8549015745127518,0.6689323091001521
111,0.7961179149595345,0.31134456507459995
112,0.2376313938401856,0.7042661543012261
113,0.9088536750819838,0.30951229667600444
114,0.7133323382997809,0.885614975845194
115,0.9831063103693312,0.8845069621659589
116,0.3483735471789339,0.11810173113760003
117,0.657769650252252,0.6566831481774367
118,0.10777267281875114,0.027247945151305353
119,0.36099918939727293,0.7172936276317943
120,0.7591632199943094,0.3226389550724673
121,0.8879922659094497,0.8041792783501959
122,0.418762010508395,0.9770759176162808
123,0.5317125766274439,0.5578055918934968
124,0.06815566675459495,0.6771992172535606
125,0.7971773832569748,0.25994198393549306
126,0.9825423609767802,0.14736150219908473
127,0.5084729590434139,0.8023019634479581
128,0.45026014780414847,0.7939795489782766
129,0.5086363815009383,0.7596335111360867
130,0.8692153780649337,0.40532675524148964
131,0.17442772788173366,0.5274522050859108
132,0.9781014621206112,0.45147192329170327
133,0.5586647673861008,0.7959983482847843
134,0.2585601565401203,0.09309015629348483
135,0.1311572758856301,0.24029259885749898
136,0.3730202190518045,0.9443255246526674
137,0.17425516613949588,0.23966346458007382
138,0.45050436736329635,0.3759548530968182
139,0.43874859953364165,0.4020684777298338
140,0.8712241275837852,0.37121488950532777
141,0.07627063544121326,0.8657526211725852
142,0.13598890025923627,0.632911671478553
143,0.5334223773132065,0.9399390238230928
144,0.3067081915161841,0.9250573398425107
145,0.753711183804391,0.558460262410887
146,0.46039958067020237,0.2910224566931312
147,0.25780630159645124,0.6358269612243233
148,0.9264530210547209,0.20217769551755838
149,0.9135378466144511,0.2603299385247795
150,0.9270927947016298,0.3411156618312692
151,0.5060752926871583,0.6906186459566263
152,0.5039525190453036,0.39051205580007375
153,0.2863052654377517,0.6315084776615129
154,0.6917384038526999,0.9855928342785762
155,0.8122726033647437,0.9287281853015991
156,0.6629543930092008,0.3410089270078708
157,0.020637802113442016,0.09184464492155853
158,0.6806436425767315,0.5810577824265454
159,0.9958757704003847,0.6613618063960454
160,0.5347814978534251,0.37291823543444835
161,0.06807734503835494,0.23705340150036325
