x,y
0.8385179763794883,0.231239783327422
0.37227332375903854,0.19440476970323428
0.1741269742867202,0.4481289167252306
0.2015737975630274,0.6148717942329904
0.040797231871719686,0.6749919303620308
0.8550434501527476,0.18663878104458054
0.7280865738983087,0.16704761098969223
0.003643994952031604,0.6821616129055661
0.08183189012870995,0.9963114230911434
0.19949695475386364,0.9717486538235497
0.06331579340746729,0.027707206608205137
0.5096847131146908,0.09110635611869011
0.23246604280374272,0.1448676026795409
0.3864203828520595,0.6206718702787299
0.005357953422993611,0.09778491024462932
0.5971669238210894,0.7766082931126691
0.6201713622652179,0.22373341127665058
0.385959113978682,0.620397753398918
0.26797623905792567,0.708290515136302
0.6001239861085563,0.1527834012505639
0.8376230307773698,0.8400883149318681
0.6909852443750178,0.4401848023878857
0.22535096334289328,0.905086523455624
0.976885732810449,0.09337987458566166
0.8499029207103175,0.027256400747822984
0.3616102609114631,0.0464463132445051
0.46670583892196604,0.26786576156133257
0.2846205169300561,0.618561847379529
0.23440338100704106,0.6998697161524149
0.14063869085418856,0.8025777633107393
0.9758725556135553,0.22893207860176168
0.519593016089769,0.3682160134747028
0.29549865793769003,0.6228899215791386
0.12566884984378646,0.7504766144445008
0.7210354984063833,0.3510889841323306
0.11485524923554935,0.9792527290252243
0.6499827685448364,0.0695199385461549
0.9117563200482272,0.6480082700529978
0.7705938067352642,0.011871873752835604
0.4438328215789139,0.6740713810500505
0.32964310649523687,0.019354718729217346
0.8469731684633267,0.11392736349457899
0.8911125723677077,0.5677250646329609
0.6187182667404548,0.28682455284197805
0.940514430544226,0.3156091548348412
0.3782598199111058,0.6796628932622937
0.7624588231762742,0.857099964029008
0.16151605624785836,0.12173399246779626
0.01463301765433711,0.48204322254847065
0.8978808594127566,0.3183147986566097
0.24040991409253443,0.8067925348355292
0.1881545388313527,0.27324219096138014
0.8916443172792012,0.8712431335126788
0.5183163689037713,0.3155787295839113
0.6630476879318951,0.1343064301261736
0.725113934758168,0.5801977601625838
0.7939683516734013,0.3733202784641356
0.5135860678199836,0.35236239339506736
0.04827077991111073,0.6422132282328075
0.06689842976366311,0.012641958576509404
0.7584697985266962,0.37093739192995157
0.5787481549094583,0.3949708309350556
0.4248132098867692,0.6993453074178346
0.44148062858470694,0.4572650251687338
0.25539760067973694,0.8343317242961776
0.12126822180442653,0.36014188525043045
0.8111853950853328,0.9654773074358072
0.5075407271405983,0.6060190143779032
0.5046814168287806,0.8639181191875979
0.34973074513280455,0.2961571179755109
0.30034143110935607,0.23854766725104426
0.24943468358211185,0.79800744958841
0.4496478149249169,0.02130081920283633
0.6743205600288765,0.2522182139275947
0.4056023362357353,0.48067879754054965
0.5097233871298229,0.8485132619852948
0.328562213476707,0.3715296141159251
0.11440365984195366,0.12036006608713345
0.4546751176528053,0.17594315089613743
0.8643765542023928,0.6054527486841546
0.5360412705582916,0.5356364196713211
0.05451892688180171,0.6541587246169785
0.7796789171797791,0.41943967606869503
0.23462672684378383,0.8509902427795987
0.7583101646530289,0.9848050413622863
0.19224426479888002,0.20233471730550723
0.10194900276148655,0.9560798137576558
0.5333852519850668,0.5878204663944535
0.5369957818744178,0.7860235381445623
0.46322653863910057,0.030697708791141975
0.4392945379826557,0.21273211453468266
0.11658584663679983,0.32083633808761425
0.7746502748473897,0.4777407561459702
0.6979368876644337,0.545402212186962
0.3914295753607535,0.9365589716995156
0.019576876038723157,0.8175747547643251
0.7658734928182523,0.7257946137551569
0.9479985975936512,0.22036597121440193
0.487500767673281,0.8822529034409597
0.6209150282780551,0.26400078748146305
