x,y
0.9770329816369252,0.8754564472864793
0.08508897932888837,0.9050977912280194
0.03441003838268453,0.8685274165703019
0.35236179908833687,0.11922130095510486
0.47554731331896394,0.9725840847440462
0.23114034596802058,0.397201989202718
0.6360931140522104,0.29828993957063776
0.3813480164790334,0.5399211511741923
0.16628741803274716,0.5325401929743305
0.04137919285687364,0.5695852703279569
0.30940387645847256,0.4727463016149225
0.19412170725498556,0.03501118521114421
0.8473748309812115,0.30189288546785786
0.18623827112010638,0.06566473804640371
0.6832386759112514,0.3108188604130351
0.7817345441362225,0.24080720968354163
0.6422468428173936,0.13190457437148162
0.9181105867582335,0.16277585894123903
0.3128756791680539,0.6390230257586336
0.19840058333983035,0.0679511949678564
0.0297914543634048,0.17037244002116492
0.260327536039624,0.08372017227457751
0.6631890580776556,0.3804351382171465
0.9664078474643386,0.5988780534622751
0.18922922334550873,0.7095121974831782
0.5618970525611883,0.8663947068809498
0.881197107812335,0.257201763977393
0.39342040149662305,0.679757273719939
0.3520368349699745,0.41078449891193713
0.984499688564392,0.8122184233581343
0.9150350946492352,0.3760750136348392
0.7030663032557259,0.4864259771288789
0.2146592145886892,0.32543119792366226
0.9601268871744617,0.67401493376987
0.9741615458108811,0.47629039566998677
0.06303639996385257,0.17370549116907374
0.9820019914736068,0.9142803714836608
0.8574226942954589,0.7737753309000869
0.0577901890189908,0.11940069512199647
0.9345969330814742,0.5931452833057144
0.9564814819198073,0.43947035698558645
0.5574176162206691,0.11229374364248002
0.7400771610577284,0.9242760778446862
0.19397225361061454,0.548578246026998
0.2786293030696202,0.054547777086216054
0.6333999159119559,0.8843065721907911
0.3967971755766375,0.9677047507006322
0.3923239318383819,0.24708663804158482
0.9382339107472534,0.8711917622848189
0.5684329969809753,0.5235379081009027
0.04927588727164689,0.4273293146940266
0.6883647894509647,0.15485585027283555
0.6670717986151206,0.5866819611833417
0.9483523731588221,0.18938803088698408
0.556771022983844,0.7710973029060169
0.9522750202516237,0.73893713912675
0.3691657752940307,0.7614666394394575
0.6337447362014779,0.4778019570831942
0.49895202030363084,0.28163806881481335
0.2760720275730527,0.8188877258606212
0.29924800796755935,0.3868630534993447
0.19887829051162198,0.620094926785621
0.4306741177146962,0.13636829895482638
0.576263008324085,0.6619131622506461
0.14758087310684698,0.1121428481264205
0.888355396088399,0.9830491014861761
0.4664493010455978,0.8517267704546341
0.23277681669956252,0.02089144773547358
0.711928438398292,0.6768774779187926
0.3156279388684665,0.5469276646067096
0.8693270377677014,0.6833828548383585
0.8931325141343625,0.11027246406197633
0.12899488427967587,0.7832358738649774
0.013575925029687741,0.10373012010861538
0.2144648577923267,0.5168538197732852
0.007217925930413038,0.8097248740712488
0.22485347911167564,0.023962584548872123
0.009904851615624932,0.49206824268270033
0.01136887147910648,0.15216458905731456
0.48301199621872026,0.07628122160683204
0.9426722614083126,0.23966895338069039
0.5705993077089395,0.2541175044880476
0.7873352283452189,0.12801579991227585
0.06933077292806589,0.04422289399253565
0.13297216327079742,0.716054766319334
0.551658800006978,0.1264720101774467
0.35731268605455824,0.6986453963487224
0.05185482356285842,0.5268032010949639
0.048066225636325344,0.02204347352158198
0.8242677832615494,0.5802971077238385
0.35791665405394846,0.5767689773423413
0.07758772606723874,0.2232977256116515
0.3005617130104291,0.3190783477160547
0.21143585613015237,0.7568289972526903
0.4711243641995342,0.32903631376396203
0.5008144831556184,0.9556775144776232
0.1872118025447539,0.869198128388699
0.3070590931324849,0.5600232664280052
0.7542315107672061,0.405582112908742
0.9259480670012679,0.5811193036174044
0.17934147195815253,0.8583695221681776
0.8787822227743269,0.8061191616141588
0.8222494414797612,0.4998160857568277
0.0265053261042133,0.5459026790113397
0.6715091470123198,0.11190316999799421
0.8190669962006593,0.8517864909273514
0.584706601360849,0.31544223252275627
0.8090507747780098,0.5949180494412901
0.771261640049529,0.5679279348544841
0.41323304180588627,0.7871414783974269
0.8666195532241648,0.7320660152117852
0.3313665344725898,0.670304774074898
0.9968660432349181,0.13049741040797425
0.9556027593075284,0.6538048355953303
0.35785717554314345,0.9983231200535259
0.7587013125132097,0.017803148196864904
0.41004598630748956,0.7652608161820229
0.9661588099160094,0.03323017796871219
0.57710444870436,0.7815886223275487
